account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,intl_plan_yes,voice_mail_plan_yes
0.36286919831223624,0.42307692307692313,0.6827171109200345,0.5190839694656488,0.6827376938637896,0.15787923416789396,0.518796992481203,0.15771230502599654,0.533095874146631,0.5683453237410072,0.5329815303430077,0.355,0.15000000000000002,0.3555555555555555,0.2222222222222222,0.0,1.0
0.5780590717299579,0.0,0.5548867870449986,0.7251908396946565,0.5547875927174646,0.4541973490427099,0.3684210526315789,0.4540727902946273,0.556248144850104,0.5179856115107915,0.5560686015831133,0.76,0.05,0.7592592592592592,0.0,1.0,0.0
0.42194092827004215,0.0,0.4783605617655489,0.6335877862595419,0.478422117329737,0.5587628865979382,0.5563909774436089,0.5587521663778162,0.4719501335707926,0.60431654676259,0.47163588390501304,0.485,0.05,0.48518518518518516,0.0,1.0,0.0
0.6751054852320675,0.0,0.42705646316996276,0.6335877862595419,0.427006068779501,0.580559646539028,0.3759398496240601,0.5805892547660312,0.5333926981300088,0.2302158273381295,0.5329815303430077,0.2,0.25,0.2,0.1111111111111111,0.0,0.0
0.3164556962025316,0.0,0.48896531957580974,0.45038167938931295,0.48887390424814564,0.32076583210603826,0.3233082706766917,0.32062391681109187,0.3737013950727219,0.4892086330935252,0.37335092348284954,0.27,0.15000000000000002,0.27037037037037037,0.0,0.0,0.0
0.26582278481012656,0.0,0.43393522499283466,0.25190839694656486,0.4339177343223196,0.5994108983799705,0.6090225563909775,0.5993067590987868,0.6539032353814189,0.3597122302158274,0.6536939313984167,0.17500000000000002,0.15000000000000002,0.1759259259259259,0.1111111111111111,0.0,0.0
0.5274261603375527,0.0,0.5588993981083406,0.7022900763358778,0.558833445718139,0.6603829160530191,0.5639097744360901,0.6603119584055459,0.7132680320569902,0.4892086330935252,0.7130606860158311,0.625,0.4,0.6259259259259259,0.2222222222222222,1.0,0.0
0.6497890295358649,0.44230769230769235,0.6916021782745774,0.5954198473282443,0.6915037086985839,0.3260677466863034,0.518796992481203,0.32616984402079724,0.5007420599584447,0.6258992805755397,0.50065963060686,0.67,0.55,0.6703703703703704,0.2222222222222222,0.0,1.0
0.5063291139240507,0.23076923076923078,0.357122384637432,0.16793893129770993,0.35704652730950776,0.6459499263622974,0.5789473684210527,0.6461005199306759,0.3906203621252597,0.34532374100719426,0.3905013192612136,0.66,0.15000000000000002,0.6592592592592592,0.3333333333333333,0.0,1.0
0.24050632911392403,0.826923076923077,0.40183433648609923,0.4732824427480916,0.401888064733648,0.7363770250368189,0.47368421052631576,0.7365684575389947,0.44048679133273966,0.4964028776978418,0.43997361477572544,0.44500000000000006,0.2,0.4444444444444444,0.1111111111111111,1.0,1.0
0.46413502109704635,0.0,0.3725995987388937,0.6946564885496183,0.3725556304787592,0.5855670103092784,0.22556390977443602,0.5854419410745233,0.24606708222024343,0.4676258992805756,0.246042216358839,0.635,0.1,0.6351851851851852,0.4444444444444444,0.0,0.0
0.37974683544303794,0.0,0.3072513614216108,0.5038167938931297,0.30731625084288605,0.4927835051546392,0.5037593984962405,0.49289428076256503,0.47996438112199463,0.3525179856115109,0.47955145118733505,0.555,0.15000000000000002,0.5555555555555556,0.1111111111111111,0.0,0.0
0.5274261603375527,0.0,0.7277156778446547,0.5954198473282443,0.7277478084962913,0.5219440353460972,0.39849624060150374,0.5220103986135182,0.425348768180469,0.6187050359712232,0.4248021108179419,0.35000000000000003,0.25,0.35,0.3333333333333333,0.0,0.0
0.24894514767932485,0.0,0.650329607337346,0.43511450381679384,0.6503708698583952,0.39882179675994106,0.22556390977443602,0.3986135181975737,0.34847135648560407,0.2877697841726619,0.3482849604221635,0.66,0.15000000000000002,0.6592592592592592,0.2222222222222222,0.0,0.0
0.30379746835443033,0.5961538461538461,0.22843221553453713,0.5419847328244275,0.22842211732973702,0.6886597938144331,0.4060150375939849,0.6887348353552859,0.5479370733155238,0.44604316546762596,0.5474934036939312,0.5900000000000001,0.1,0.5907407407407407,0.6666666666666666,0.0,1.0
0.46413502109704635,0.0,0.5408426483233019,0.35114503816793896,0.5407956844234659,0.3422680412371134,0.42857142857142855,0.34211438474870015,0.5966162065894924,0.5107913669064748,0.5963060686015831,0.32000000000000006,0.15000000000000002,0.32037037037037036,0.2222222222222222,0.0,0.0
0.45147679324894513,0.0,0.6981943250214961,0.5190839694656488,0.6980782198246797,0.5304860088365243,0.7293233082706765,0.5303292894280762,0.4010092015434847,0.42446043165467634,0.40039577836411594,0.47000000000000003,0.25,0.4703703703703703,0.1111111111111111,0.0,0.0
0.23206751054852318,0.0,0.7182573803382059,0.46564885496183206,0.7181389076196898,0.4880706921944036,0.593984962406015,0.4880415944540728,0.2879192638765212,0.6978417266187051,0.2875989445910289,0.22000000000000003,0.2,0.22037037037037036,0.1111111111111111,0.0,0.0
0.7130801687763713,0.7115384615384616,0.5030094582975065,0.732824427480916,0.5030343897505057,0.6494845360824743,0.4962406015037593,0.6495667244367418,0.5877114870881568,0.4100719424460432,0.5870712401055407,0.65,0.2,0.6499999999999999,0.0,0.0,1.0
0.21940928270042193,0.7115384615384616,0.47205503009458305,0.49618320610687017,0.4720161834120027,0.5078055964653903,0.4661654135338345,0.5077989601386482,0.5690115761353518,0.5467625899280577,0.5686015831134563,0.6000000000000001,0.45,0.6,0.2222222222222222,0.0,1.0
0.4177215189873417,0.0,0.4683290341071941,0.5190839694656488,0.46830748482805123,0.6297496318114875,0.4511278195488722,0.6298093587521664,0.2650638171564263,0.4100719424460432,0.2645118733509234,0.545,0.2,0.5444444444444444,0.1111111111111111,0.0,0.0
0.4430379746835443,0.0,0.5508741759816568,0.7557251908396947,0.5509103169251517,0.5628865979381443,0.27067669172932335,0.5629116117850953,0.4327693677649154,0.4028776978417266,0.4327176781002638,0.5750000000000001,0.35000000000000003,0.5759259259259258,0.0,0.0,0.0
0.45147679324894513,0.0,0.3897965032960734,0.6717557251908397,0.38975050573162506,0.4418262150220913,0.6015037593984962,0.4419410745233969,0.5538735529830809,0.4028776978417266,0.5534300791556728,0.49000000000000005,0.15000000000000002,0.4907407407407407,0.1111111111111111,0.0,0.0
0.13924050632911392,0.0,0.4256233877901978,0.4427480916030534,0.4256574511126096,0.557879234167894,0.3684210526315789,0.5577123050259964,0.477292965271594,0.2589928057553957,0.4769129287598944,0.49000000000000005,0.2,0.4907407407407407,0.0,0.0,0.0
0.46413502109704635,0.6923076923076923,0.26999140154772144,0.6793893129770993,0.27006068779501013,0.43681885125184094,0.5112781954887218,0.43674176776429807,0.3591570198872069,0.3525179856115109,0.358839050131926,0.67,0.2,0.6703703703703704,0.2222222222222222,0.0,1.0
0.49789029535864976,0.46153846153846156,0.6150759529951276,0.4580152671755725,0.614969656102495,0.3428571428571428,0.11278195488721804,0.3428076256499133,0.2799050163253191,0.3525179856115109,0.279683377308707,0.5650000000000001,0.2,0.5648148148148148,0.0,0.0,1.0
